,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Customer_Days,AcceptedCmpOverall,Rango_Edad,Rango_Antiguedad,Monto Total,Marital_Status,Education
757,74250,0,0,680,11,392,75,0,0,1,2,10,4,1,0,62,2313,0,60-69,6 años,1158,Together,PhD
758,51124,1,1,26,1,11,0,1,4,2,1,0,3,3,0,65,2352,0,60-69,6 años,43,Single,Master
759,72258,0,1,522,0,522,120,83,126,2,6,9,5,2,0,49,2449,0,40-49,6 años,1525,Single,Graduation
760,71466,0,0,412,12,546,78,83,0,1,4,4,10,1,0,46,2244,0,40-49,6 años,1230,Single,PhD
761,36283,1,1,6,5,5,8,0,5,2,1,0,3,4,0,44,2235,0,40-49,6 años,29,Together,Graduation
762,20587,1,0,2,3,6,4,1,9,1,1,1,2,7,0,50,2208,0,50-59,6 años,25,Single,Graduation
763,30467,1,0,1,3,8,2,5,5,1,1,0,2,7,0,48,2261,0,40-49,6 años,24,Married,Graduation
764,31590,1,0,6,2,15,6,6,3,1,1,0,3,8,0,48,2535,0,40-49,6 años,38,Together,Graduation
765,20425,1,0,4,12,5,3,16,17,2,2,0,3,7,0,34,2767,0,30-39,7 años,57,Married,Basic
766,17144,1,1,18,2,19,0,2,6,5,3,0,4,7,0,60,2293,0,60-69,6 años,47,Together,Master
767,42564,0,1,324,48,186,39,18,126,6,6,8,4,7,1,52,2702,1,50-59,7 años,813,Divorced,PhD
768,43783,1,0,327,9,125,25,4,126,6,7,1,8,7,0,42,2190,1,40-49,6 años,629,Married,Master
769,40780,0,1,229,27,71,13,3,34,4,7,1,5,9,0,44,2818,0,40-49,7 años,377,Divorced,Graduation
770,62847,0,0,521,79,555,80,76,61,1,3,6,4,2,0,75,2689,0,70+,7 años,1612,Together,Master
771,82017,0,0,184,23,446,30,23,23,1,5,4,7,2,1,63,2758,3,60-69,7 años,729,Married,PhD
772,16813,0,0,4,8,11,12,2,13,1,2,0,3,7,0,70,2504,1,70+,6 años,50,Single,Graduation
773,51267,1,1,183,2,64,7,2,12,4,3,3,5,4,0,42,2402,0,40-49,6 años,270,Married,Graduation
774,46524,0,1,31,19,35,26,14,52,2,1,1,5,3,0,59,2609,0,50-59,7 años,177,Single,Graduation
775,45183,0,0,219,3,60,12,9,12,1,4,1,7,7,0,58,2684,1,50-59,7 años,315,Single,Master
776,70421,0,1,479,28,136,75,14,35,3,10,3,7,6,0,66,2160,0,60-69,5 años,767,Married,PhD
777,60161,0,1,584,44,212,46,8,126,3,11,4,8,8,0,55,2773,0,50-59,7 años,1071,Divorced,2n Cycle
778,73926,0,0,627,79,555,120,83,15,1,6,5,12,3,0,47,2643,0,40-49,7 años,1580,Together,Graduation
779,19329,1,0,24,1,16,12,2,5,3,4,0,3,8,0,52,2356,0,50-59,6 años,60,Married,Graduation
780,61872,0,1,330,5,159,36,27,16,4,4,4,9,4,0,50,2357,0,50-59,6 años,573,Married,Master
781,46984,1,1,19,1,10,2,1,8,1,1,0,3,5,0,64,2619,0,60-69,7 años,41,Widow,Graduation
782,34838,1,1,28,23,29,29,14,47,3,2,1,4,6,0,69,2685,0,60-69,7 años,170,Married,Graduation
783,82716,0,0,606,79,228,15,83,22,1,6,8,13,2,0,76,2395,0,70+,6 años,1167,Single,PhD
784,48192,0,0,1039,43,204,120,58,29,3,2,8,12,8,1,62,2608,3,60-69,7 años,1526,Married,Graduation
785,49681,0,2,411,0,26,0,0,21,6,7,1,7,7,0,44,2396,0,40-49,6 años,458,Married,Master
786,56850,0,1,34,1,19,2,7,0,1,1,1,3,2,0,49,2257,0,40-49,6 años,63,Married,Master
787,55267,0,1,161,28,136,32,3,45,4,3,4,6,3,0,63,2410,0,60-69,6 años,405,Married,Graduation
788,59666,1,1,623,53,178,23,17,126,6,3,2,8,8,0,48,2623,1,40-49,7 años,1027,Married,Graduation
789,72504,0,1,604,26,470,120,83,94,2,5,9,6,2,0,48,2608,0,40-49,7 años,1478,Single,Graduation
790,26872,0,0,3,10,8,3,16,32,1,1,1,2,6,0,39,2415,0,30-39,6 años,72,Married,Graduation
791,21359,1,0,12,2,17,6,1,10,2,2,0,3,8,1,48,2594,0,40-49,7 años,48,Single,Graduation
792,73170,0,0,184,79,256,50,30,32,1,5,4,6,2,0,45,2188,0,40-49,5 años,726,Single,Graduation
793,52750,0,1,393,0,239,90,69,69,6,5,7,9,4,0,65,2669,0,60-69,7 años,860,Married,Master
794,91820,0,0,410,73,555,76,83,30,0,5,5,12,1,0,34,2377,0,30-39,6 años,1497,Together,PhD
795,65968,0,1,376,9,83,19,4,4,2,5,4,7,3,0,50,2207,0,50-59,6 años,495,Together,PhD
796,30772,1,1,7,2,4,2,1,4,1,1,0,2,6,0,44,2268,0,40-49,6 años,20,Married,Graduation
797,22507,0,0,68,0,226,51,83,68,3,10,2,4,9,0,66,2741,0,60-69,7 años,570,Single,Graduation
798,65685,0,1,642,14,49,0,7,57,1,9,2,9,5,0,48,2251,0,40-49,6 años,769,Married,Graduation
799,25804,1,0,8,7,9,13,6,12,2,2,0,3,8,0,42,2460,0,40-49,6 años,55,Married,2n Cycle
800,76412,0,0,840,53,555,23,71,17,1,5,4,8,3,1,40,2579,2,40-49,7 años,1808,Single,PhD
801,22063,1,0,7,10,13,3,11,11,2,2,0,3,7,0,48,2484,0,40-49,6 años,55,Married,Graduation
802,57091,0,0,464,5,64,7,0,37,1,7,3,7,5,1,59,2173,1,50-59,5 años,577,Single,Graduation
803,22419,0,0,30,3,47,19,21,42,1,3,2,2,8,0,57,2596,0,50-59,7 años,162,Married,Graduation
804,87771,0,1,1230,38,287,50,57,33,1,5,10,4,6,1,61,2562,4,60-69,7 años,1957,Together,Graduation
805,78353,0,1,752,79,476,39,83,34,1,10,2,11,8,0,61,2598,0,60-69,7 años,1576,Divorced,2n Cycle
806,93404,1,2,1230,15,287,20,0,15,3,3,4,7,5,0,66,2577,2,60-69,7 años,1616,Married,Graduation
807,37859,1,2,22,1,8,2,1,2,2,1,0,3,8,0,58,2692,0,50-59,7 años,36,Divorced,Graduation
808,80995,0,1,860,28,409,73,56,56,1,8,9,4,4,0,62,2573,0,60-69,7 años,1482,Widow,PhD
809,16529,1,0,3,0,5,13,0,1,1,1,0,3,6,0,36,2279,0,30-39,6 años,22,Together,Graduation
810,55412,1,1,10,5,28,11,1,8,1,2,0,3,5,0,44,2378,0,40-49,6 años,63,Divorced,PhD
811,48789,0,0,351,16,156,7,5,126,1,6,4,7,6,0,28,2816,0,20-29,7 años,680,Single,Graduation
812,56575,0,2,421,5,90,0,16,10,3,7,3,7,5,0,53,2579,0,50-59,7 años,542,Together,PhD
813,25130,1,0,2,5,7,0,18,18,2,2,0,3,7,0,40,2429,0,40-49,6 años,50,Together,2n Cycle
814,35441,1,1,25,1,9,2,1,1,2,1,0,3,8,0,53,2659,0,50-59,7 años,39,Married,Graduation
815,71391,0,1,336,79,274,46,83,126,5,6,5,12,3,0,64,2616,0,60-69,7 años,1043,Married,Graduation
816,49494,1,0,191,9,97,0,6,82,2,6,1,5,7,0,48,2589,0,40-49,7 años,385,Single,Master
817,81702,0,0,563,50,555,28,31,126,1,7,7,12,3,0,40,2803,0,40-49,7 años,1633,Divorced,Graduation
818,45889,0,1,31,0,6,0,1,8,1,1,0,3,6,0,40,2521,0,40-49,6 años,46,Single,2n Cycle
819,56628,0,1,479,5,82,7,17,126,2,7,6,5,5,0,43,2259,1,40-49,6 años,761,Single,Graduation
820,34026,1,1,18,6,15,12,8,17,3,2,1,3,5,0,70,2487,0,70+,6 años,76,Together,Graduation
821,40049,0,1,91,65,52,10,44,28,3,3,2,6,5,0,46,2736,0,40-49,7 años,290,Married,Graduation
822,34176,1,0,5,7,24,19,14,20,4,3,0,4,6,0,32,2207,0,30-39,6 años,89,Single,Graduation
823,19419,1,0,2,14,28,16,3,7,4,4,0,3,9,0,39,2755,0,30-39,7 años,70,Married,Graduation
824,82504,0,0,362,50,431,120,35,54,1,3,6,7,1,0,60,2496,0,60-69,6 años,1066,Married,2n Cycle
825,81205,0,0,724,74,555,97,55,126,1,5,6,7,2,1,50,2326,3,50-59,6 años,2009,Together,Graduation
826,61618,0,0,605,79,399,0,45,126,2,3,6,8,3,0,29,2797,0,20-29,7 años,1345,Single,2n Cycle
827,55284,0,1,547,7,140,0,7,63,3,7,5,8,5,0,64,2711,0,60-69,7 años,764,Single,Master
828,49980,0,1,104,1,54,13,9,14,2,3,1,5,5,0,57,2408,0,50-59,6 años,195,Single,Graduation
829,15072,2,0,8,2,15,0,10,18,4,3,1,3,5,0,40,2574,0,40-49,7 años,53,Married,Graduation
830,49166,0,1,224,2,25,7,0,110,2,5,3,3,6,0,46,2540,0,40-49,6 años,368,Single,Graduation
831,65324,0,1,384,0,102,21,32,5,3,6,2,9,4,0,66,2328,0,60-69,6 años,544,Married,PhD
832,82347,0,0,556,54,555,120,83,63,1,7,7,10,3,0,63,2759,2,60-69,7 años,1853,Married,2n Cycle
833,30843,1,1,24,0,2,0,0,9,2,1,1,2,5,0,54,2193,1,50-59,6 años,35,Together,PhD
834,46374,0,1,408,0,21,0,0,17,3,7,1,7,8,1,46,2263,2,40-49,6 años,446,Married,PhD
835,60474,0,1,265,79,303,120,9,126,6,10,2,12,7,0,41,2613,0,40-49,7 años,1180,Single,Graduation
836,38576,0,1,34,0,7,0,0,0,1,1,0,3,7,0,47,2276,0,40-49,6 años,41,Married,Master
837,55357,2,0,374,64,116,84,25,64,3,6,2,11,5,0,35,2654,0,30-39,7 años,727,Married,Graduation
838,37758,1,1,27,2,10,0,0,1,2,1,0,3,8,0,54,2792,0,50-59,7 años,40,Together,Graduation
839,85710,0,0,600,20,350,29,30,33,1,6,9,10,2,0,31,2579,1,30-39,7 años,1062,Married,2n Cycle
840,23228,1,0,13,2,18,6,1,0,2,2,0,3,8,0,51,2313,0,50-59,6 años,40,Together,Graduation
841,44602,1,1,167,2,89,0,0,34,6,6,1,4,8,0,51,2293,0,50-59,6 años,292,Together,Master
842,7500,0,0,0,2,3,4,1,5,1,0,0,3,6,0,33,2695,0,30-39,7 años,15,Married,Graduation
843,38683,1,0,46,35,69,84,41,66,6,4,1,6,7,0,31,2792,0,30-39,7 años,341,Together,2n Cycle
844,49514,1,0,88,39,78,58,13,93,2,6,1,4,7,0,45,2353,0,40-49,6 años,369,Single,2n Cycle
845,57906,0,1,243,11,119,10,3,15,3,4,2,8,4,0,47,2542,0,40-49,6 años,401,Together,PhD
846,43456,0,1,275,11,68,25,7,7,3,5,1,8,5,0,54,2619,0,50-59,7 años,393,Single,Master
847,19485,2,0,6,0,4,0,0,0,1,1,0,2,7,0,34,2437,0,30-39,6 años,10,Single,Master
848,53172,0,1,121,62,90,68,20,125,3,2,3,8,3,0,42,2578,0,40-49,7 años,486,Together,Graduation
849,30545,1,0,4,12,15,19,7,12,2,2,0,3,7,0,41,2779,0,40-49,7 años,69,Together,Graduation
850,70123,0,0,1230,0,396,23,0,0,1,5,7,4,3,0,37,2433,2,30-39,6 años,1727,Together,PhD
851,62450,0,1,515,47,267,62,66,38,2,5,5,4,3,0,61,2333,1,60-69,6 años,995,Single,Graduation
852,21675,1,0,4,0,16,17,4,4,3,4,0,3,7,0,44,2177,0,40-49,5 años,45,Together,Graduation
853,42395,1,1,48,13,57,24,15,25,4,3,1,4,7,0,39,2245,0,30-39,6 años,182,Single,2n Cycle
854,61346,1,0,562,58,168,43,16,126,1,5,7,10,3,0,42,2425,0,40-49,6 años,989,Together,Master
855,80812,0,0,769,22,500,120,83,33,1,4,8,5,2,0,67,2444,3,60-69,6 años,1677,Together,Graduation
856,42835,1,1,379,4,93,12,9,98,6,6,6,4,6,0,49,2523,0,40-49,6 años,595,Divorced,Master
857,39922,1,0,29,12,59,19,1,36,2,3,0,4,8,0,37,2659,0,30-39,7 años,156,Married,Graduation
858,86424,0,0,387,68,555,89,45,68,1,6,9,12,1,0,64,2244,0,60-69,6 años,1226,Single,Master
859,17117,1,0,12,23,38,30,18,7,4,3,1,3,9,0,42,2687,0,40-49,7 años,128,Together,2n Cycle
860,24762,1,0,6,10,12,3,15,40,3,3,1,2,8,1,48,2298,1,40-49,6 años,86,Single,Graduation
861,35797,0,1,27,1,14,4,1,21,2,2,0,3,8,0,45,2780,0,40-49,7 años,68,Married,Graduation
862,36627,2,0,9,1,5,0,0,1,1,0,0,3,5,0,45,2500,0,40-49,6 años,16,Divorced,Graduation
863,51111,1,1,22,0,19,6,5,3,2,2,0,3,6,0,39,2169,0,30-39,5 años,55,Married,2n Cycle
864,86857,0,0,899,79,555,120,83,40,1,5,6,10,2,1,48,2814,0,40-49,7 años,2114,Single,PhD
865,82072,0,0,889,55,555,120,83,126,1,3,2,13,1,0,50,2521,0,50-59,6 años,2018,Together,PhD
866,46231,2,1,189,2,55,0,5,12,4,6,1,4,9,0,67,2739,0,60-69,7 años,263,Single,PhD
867,42243,1,1,48,0,2,0,0,5,2,2,0,3,7,0,61,2359,0,60-69,6 años,55,Married,Graduation
868,51195,1,1,230,14,156,82,24,58,6,9,2,5,8,0,58,2613,0,50-59,7 años,564,Together,Graduation
869,68092,0,0,852,60,207,78,36,48,2,2,6,10,5,0,42,2354,0,40-49,6 años,1281,Single,Master
870,31814,1,0,35,3,20,4,1,20,2,2,0,3,9,0,47,2664,1,40-49,7 años,83,Married,Graduation
871,51390,1,1,205,20,47,23,2,56,6,5,2,5,5,0,55,2818,0,50-59,7 años,353,Widow,Master
872,76630,0,0,255,31,446,40,56,126,1,3,10,11,1,0,37,2325,0,30-39,6 años,1003,Married,Graduation
873,26868,1,0,0,0,1,8,3,2,1,1,0,2,7,0,29,2219,0,20-29,6 años,14,Single,Basic
874,48948,0,0,437,8,206,120,49,42,2,7,10,5,6,1,77,2672,1,70+,7 años,902,Divorced,PhD
875,55260,0,1,825,8,53,11,0,126,2,8,10,5,6,0,48,2723,0,40-49,7 años,1139,Single,PhD
876,64090,0,1,316,58,161,76,51,126,1,6,9,4,5,1,64,2485,0,60-69,6 años,797,Together,Graduation
877,78331,0,1,756,79,354,120,83,61,2,10,6,7,4,0,62,2316,0,60-69,6 años,1638,Divorced,Graduation
878,37087,1,0,194,55,134,15,0,3,3,4,2,8,6,0,46,2481,0,40-49,6 años,401,Married,PhD
879,21846,1,0,7,17,18,6,10,26,4,4,0,3,8,0,34,2409,0,30-39,6 años,84,Divorced,Graduation
880,81320,0,0,183,33,493,59,83,57,1,4,3,10,2,0,62,2667,0,60-69,7 años,928,Married,Graduation
881,54137,0,1,171,0,11,0,1,20,2,4,1,4,6,0,50,2476,0,50-59,6 años,203,Divorced,Graduation
882,66825,0,0,243,79,405,29,40,40,1,4,5,6,2,0,53,2509,0,50-59,6 años,858,Together,Graduation
883,57100,0,0,181,21,69,39,3,96,1,3,3,6,3,0,47,2366,0,40-49,6 años,409,Together,Graduation
884,58917,1,2,151,7,89,0,7,28,5,4,1,6,5,0,51,2621,0,50-59,7 años,282,Together,Graduation
885,85072,0,0,494,79,391,120,11,126,1,3,4,10,0,0,43,2240,0,40-49,6 años,1423,Single,Graduation
886,86429,0,0,464,28,555,29,18,37,0,7,4,7,2,1,59,2379,1,50-59,6 años,1449,Single,Graduation
887,45684,1,0,5,1,5,10,0,7,1,1,0,2,7,0,49,2368,0,40-49,6 años,28,Widow,Graduation
888,47889,1,0,29,0,29,0,5,4,1,2,0,3,5,0,46,2335,0,40-49,6 años,67,Together,Graduation
889,45921,0,0,102,9,49,24,3,12,1,2,1,6,4,0,34,2270,0,30-39,6 años,199,Married,PhD
890,78420,0,0,604,28,555,91,28,28,1,3,10,8,1,0,54,2524,0,50-59,6 años,1453,Single,PhD
891,75114,0,0,571,12,523,63,60,24,1,3,10,5,2,0,28,2393,0,20-29,6 años,1253,Together,Graduation
892,52278,0,1,953,0,71,0,0,126,6,10,5,10,8,1,57,2679,0,50-59,7 años,1198,Widow,PhD
893,35641,1,0,63,3,67,8,9,28,2,3,1,4,7,1,48,2509,0,40-49,6 años,178,Married,Master
894,95529,0,0,770,29,555,120,27,24,1,7,3,7,3,1,26,2732,1,20-29,7 años,1990,Single,Graduation
895,62820,0,0,398,61,265,120,61,53,1,3,4,6,1,0,66,2573,0,60-69,7 años,976,Married,Graduation
896,73113,0,0,741,19,154,50,9,28,1,3,4,7,2,0,60,2344,0,60-69,6 años,1001,Together,Master
897,84169,0,0,1230,19,403,0,19,0,1,7,6,6,3,1,38,2485,2,30-39,6 años,1919,Married,PhD
898,42607,0,1,156,29,56,30,32,47,2,3,2,7,3,0,66,2383,0,60-69,6 años,350,Single,2n Cycle
899,74637,0,0,960,64,464,120,0,16,1,6,9,9,3,0,66,2566,1,60-69,7 años,1650,Single,PhD
900,46015,1,1,38,0,2,0,0,6,1,1,0,3,7,0,65,2236,2,60-69,6 años,46,Together,PhD
901,72354,0,0,315,26,473,120,12,126,1,2,10,6,1,0,27,2597,0,20-29,7 años,1228,Single,Graduation
902,39858,1,0,15,20,25,2,7,26,1,2,0,4,6,1,51,2680,0,50-59,7 años,95,Single,Master
903,34469,1,1,19,6,20,0,5,12,3,1,1,4,4,0,72,2215,0,70+,6 años,62,Married,PhD
904,83033,1,0,812,79,431,120,83,33,1,11,4,10,5,0,34,2201,1,30-39,6 años,1761,Together,Graduation
905,24401,0,0,73,28,217,10,24,115,3,6,1,6,8,0,41,2826,0,40-49,7 años,467,Together,Master
906,77583,0,0,372,23,384,120,12,108,1,4,5,9,2,0,42,2298,1,40-49,6 años,1149,Married,Graduation
907,74116,0,0,871,79,555,120,55,126,1,4,4,10,2,0,38,2340,1,30-39,6 años,2052,Single,2n Cycle
908,74293,0,0,375,79,335,93,83,81,1,5,4,6,2,0,27,2215,0,20-29,6 años,1127,Single,Graduation
909,68397,0,1,760,79,466,17,13,80,1,6,9,5,3,0,44,2383,0,40-49,6 años,1416,Married,PhD
910,79632,0,0,471,0,510,99,21,12,1,6,4,9,2,0,46,2241,0,40-49,6 años,1113,Together,PhD
911,46107,1,0,31,9,27,16,9,33,1,1,1,4,3,0,31,2298,0,30-39,6 años,125,Single,Graduation
912,64950,0,1,819,0,72,12,0,63,2,11,2,10,7,0,69,2845,1,60-69,7 años,966,Single,PhD
913,25443,1,0,1,4,3,8,9,7,1,1,0,3,8,0,31,2713,0,30-39,7 años,32,Married,Basic
914,75127,0,0,203,35,305,46,17,126,1,2,10,5,1,0,68,2197,0,60-69,6 años,833,Single,Graduation
915,32892,1,0,26,0,15,2,1,2,2,3,0,3,8,0,49,2194,0,40-49,6 años,46,Together,PhD
916,71796,0,0,354,21,311,120,75,32,1,9,3,4,4,0,49,2407,0,40-49,6 años,960,Together,Graduation
917,67536,0,1,1230,0,447,23,71,35,3,11,5,11,8,0,50,2562,1,50-59,7 años,1829,Married,PhD
918,55239,0,1,371,17,238,23,24,106,3,7,5,11,5,0,49,2509,0,40-49,6 años,779,Single,Graduation
919,60554,1,0,588,7,76,110,15,15,2,8,4,9,6,0,45,2483,0,40-49,6 años,811,Divorced,PhD
920,64831,1,1,480,79,249,75,83,126,6,6,3,5,6,0,68,2543,0,60-69,6 años,1120,Single,2n Cycle
921,56067,0,1,517,12,54,16,6,120,2,7,4,7,5,0,58,2503,0,50-59,6 años,725,Together,PhD
922,82025,0,0,267,79,555,48,70,98,1,3,2,6,1,1,37,2556,1,30-39,7 años,1187,Divorced,Graduation
923,94384,0,0,1111,24,555,120,45,126,0,5,8,5,2,1,67,2641,3,60-69,7 años,2302,Together,Graduation
924,14906,0,0,7,7,14,7,16,15,3,2,1,3,7,0,34,2713,0,30-39,7 años,66,Single,Basic
925,51563,0,0,1166,0,48,0,0,36,1,4,4,10,8,0,33,2795,2,30-39,7 años,1250,Married,PhD
926,57937,0,1,261,42,144,55,48,126,3,4,4,9,3,0,38,2292,0,30-39,6 años,683,Married,2n Cycle
927,68274,1,1,135,25,51,23,25,46,2,4,2,5,3,0,41,2431,0,40-49,6 años,305,Divorced,Graduation
928,39771,1,0,6,2,18,2,8,14,1,2,0,3,4,0,43,2364,0,40-49,6 años,50,Together,Graduation
929,67893,0,1,711,28,142,49,18,47,2,3,2,9,8,0,45,2795,0,40-49,7 años,995,Divorced,2n Cycle
930,27922,1,0,11,0,13,2,4,11,1,2,0,3,4,0,41,2209,0,40-49,6 años,41,Together,PhD
931,52190,1,1,42,0,17,0,0,18,3,2,1,3,5,0,44,2211,1,40-49,6 años,77,Together,PhD
932,44051,1,1,79,7,58,6,3,18,4,3,1,4,6,1,47,2675,0,40-49,7 años,171,Divorced,Master
933,42767,2,0,20,6,43,19,5,38,1,3,1,2,8,0,49,2573,0,40-49,7 años,131,Single,PhD
934,46106,1,1,30,0,8,2,0,14,1,1,1,2,6,0,44,2208,0,40-49,6 años,54,Together,Master
935,16927,1,1,20,2,23,3,1,4,5,3,0,4,8,0,44,2663,0,40-49,7 años,53,Married,PhD
936,59754,0,1,115,27,44,4,83,126,3,5,2,6,5,1,55,2734,0,50-59,7 años,475,Married,Graduation
937,53700,0,1,263,5,233,69,41,83,4,5,5,8,5,0,68,2840,0,60-69,7 años,694,Single,Graduation
938,59041,1,1,69,2,15,2,2,6,2,2,0,4,5,0,47,2212,0,40-49,6 años,96,Married,Graduation
939,54237,0,1,267,3,30,4,0,57,4,5,2,5,6,0,63,2587,0,60-69,7 años,361,Divorced,PhD
940,70647,0,1,561,79,171,25,83,114,2,4,7,13,2,0,53,2805,0,50-59,7 años,1079,Divorced,Graduation
941,52597,0,1,492,0,37,7,0,42,3,6,3,8,5,0,58,2212,0,50-59,6 años,578,Single,PhD
942,41021,1,0,14,7,9,6,16,12,2,2,0,3,6,1,51,2705,0,50-59,7 años,64,Together,Master
943,40233,0,1,80,4,46,0,17,2,5,2,1,5,6,0,45,2417,0,40-49,6 años,149,Married,PhD
944,50183,1,1,97,12,84,13,10,15,6,3,1,6,5,0,40,2163,0,40-49,5 años,231,Married,Graduation
945,54753,0,1,197,79,227,7,59,126,3,5,2,11,4,0,61,2449,0,60-69,6 años,728,Together,Graduation
946,92955,0,0,693,21,555,31,24,84,1,6,7,9,2,1,47,2473,2,40-49,6 años,1778,Married,Graduation
947,33471,1,0,43,2,27,0,9,12,3,3,0,4,7,0,47,2784,0,40-49,7 años,93,Married,Graduation
948,34596,1,0,14,0,2,0,0,7,1,1,0,2,8,1,46,2601,0,40-49,7 años,23,Married,PhD
949,44010,1,0,186,36,234,86,72,48,6,10,2,6,9,0,40,2783,0,40-49,7 años,662,Together,Graduation
950,84219,0,0,434,79,400,45,83,45,1,3,4,10,1,0,32,2306,0,30-39,6 años,1198,Married,Graduation
951,40706,2,1,59,0,11,4,2,5,4,3,0,4,7,0,52,2687,0,50-59,7 años,81,Together,PhD
952,15716,1,0,16,5,30,8,7,26,3,3,0,4,8,0,32,2753,0,30-39,7 años,92,Married,2n Cycle
953,59052,0,1,230,35,75,63,57,31,3,7,1,7,5,0,61,2383,0,60-69,6 años,491,Divorced,2n Cycle
954,80573,0,0,829,79,430,60,83,15,1,4,6,13,2,0,49,2782,0,40-49,7 años,1564,Together,Master
955,83715,0,0,318,8,407,120,35,8,1,2,8,13,0,0,58,2305,0,50-59,6 años,926,Married,Graduation
956,82576,0,0,1206,55,445,120,18,18,1,2,4,12,1,0,61,2856,1,60-69,7 años,1910,Together,Master
957,56962,2,1,292,3,77,10,3,26,6,6,3,5,7,0,55,2420,0,50-59,6 años,411,Married,Master
958,35704,1,1,30,9,12,2,11,30,3,2,0,4,4,0,68,2336,0,60-69,6 años,94,Married,Graduation
959,53103,0,1,729,17,133,11,0,126,5,10,6,7,7,0,66,2449,1,60-69,6 años,1085,Together,Graduation
960,46779,1,1,12,1,3,0,0,7,1,0,1,2,4,0,60,2511,0,60-69,6 años,23,Widow,2n Cycle
961,4861,0,0,2,1,1,1,0,1,0,0,0,0,13,0,55,2166,0,50-59,5 años,6,Divorced,Graduation
962,33462,1,0,22,3,18,0,0,11,1,2,0,3,7,0,41,2485,0,40-49,6 años,54,Divorced,Master
963,63693,0,1,587,43,337,42,83,54,3,11,6,9,6,0,42,2417,0,40-49,6 años,1150,Divorced,Graduation
964,80763,0,0,674,79,108,120,42,126,1,5,10,6,3,1,70,2477,2,70+,6 años,1415,Married,Graduation
965,65352,0,1,284,3,84,4,7,23,2,4,2,8,4,0,46,2471,0,40-49,6 años,405,Married,PhD
966,82170,0,0,1023,79,555,49,55,37,1,5,6,7,2,0,42,2375,0,40-49,6 años,1908,Married,PhD
967,75759,0,0,1230,22,555,89,83,126,1,9,7,9,5,1,51,2406,3,50-59,6 años,2486,Married,Graduation
968,79689,0,0,311,26,555,120,37,121,1,4,9,13,2,0,44,2572,0,40-49,7 años,1315,Single,2n Cycle
969,35340,1,1,27,0,12,0,1,5,2,2,0,3,5,0,64,2159,0,60-69,5 años,45,Widow,PhD
970,85683,0,0,1230,17,311,45,69,51,1,2,4,10,1,1,66,2259,4,60-69,6 años,1789,Divorced,Graduation
971,24884,1,0,3,6,7,0,0,3,1,0,0,3,7,0,48,2736,0,40-49,7 años,19,Married,2n Cycle
972,42021,1,0,393,5,136,7,5,27,5,10,1,6,9,0,39,2826,1,30-39,7 años,573,Together,Master
973,64449,1,0,218,63,282,120,35,70,4,5,3,12,4,0,31,2290,0,30-39,6 años,805,Single,Graduation
974,64587,1,1,66,0,16,0,6,20,2,1,1,4,3,0,66,2166,0,60-69,5 años,108,Divorced,Graduation
975,34824,0,0,4,2,11,2,0,4,1,1,0,2,6,0,25,2254,0,20-29,6 años,23,Single,Graduation
976,75437,0,0,795,0,545,95,58,0,1,8,4,10,6,0,42,2391,1,40-49,6 años,1493,Together,Graduation
977,26091,1,1,15,10,19,8,17,20,3,2,1,3,5,0,63,2283,0,60-69,6 años,89,Together,Graduation
978,52845,1,0,384,25,292,120,41,64,3,8,8,6,6,0,47,2479,1,40-49,6 años,936,Married,Graduation
979,46086,0,1,244,8,32,7,2,50,4,3,1,8,4,0,64,2397,0,60-69,6 años,343,Divorced,Graduation
980,78028,0,1,158,19,288,25,0,38,1,6,4,9,7,1,64,2816,2,60-69,7 años,528,Widow,PhD
981,95169,0,0,1230,21,449,106,20,20,1,4,3,4,1,1,33,2422,2,30-39,6 años,1901,Single,PhD
982,56337,1,1,349,16,144,28,5,126,5,8,5,4,8,1,39,2618,2,30-39,7 años,724,Married,2n Cycle
983,22434,1,0,4,12,11,3,13,15,2,2,0,3,8,0,33,2660,0,30-39,7 años,58,Together,Graduation
984,36930,0,1,223,2,31,0,2,39,5,5,2,4,8,0,66,2567,0,60-69,7 años,297,Married,PhD
985,36130,0,1,157,43,127,68,56,37,6,3,8,4,4,1,66,2671,1,60-69,7 años,488,Single,Graduation
986,65569,0,1,397,46,288,20,38,70,2,6,5,10,3,0,67,2760,0,60-69,7 años,859,Married,Master
987,83844,0,0,901,31,345,75,31,126,1,4,4,11,1,0,68,2572,1,60-69,7 años,1574,Together,Graduation
988,19514,1,1,14,3,21,2,1,28,4,3,1,2,8,0,52,2313,1,50-59,6 años,69,Married,Graduation
989,36736,1,1,10,0,3,0,0,4,1,1,0,2,6,0,57,2574,0,50-59,7 años,17,Single,PhD
990,77568,0,1,1230,0,396,120,83,126,1,10,2,8,5,0,41,2832,3,40-49,7 años,2194,Together,Graduation
991,49187,0,1,81,1,31,2,1,0,1,1,1,5,2,0,44,2328,0,40-49,6 años,116,Together,PhD
992,30168,1,0,154,20,66,0,12,27,6,6,1,4,9,0,42,2638,0,40-49,7 años,279,Single,Graduation
993,34053,0,1,63,0,21,7,0,12,1,3,0,3,8,0,52,2816,0,50-59,7 años,103,Together,Master
